Linux 6.8.12+ (sendai) 	11/07/2025 	_x86_64_	(6 CPU)

01:31:05 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:31:09 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
01:31:09 AM   111   2986531    1.00    5.00    0.00    0.00    6.00     0  netdata
01:31:09 AM   111   2987047    0.00    0.00    0.00    0.00    0.00     0  bash
01:31:09 AM   111   2987066    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:31:09 AM   111   2987068    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:31:09 AM   111   2987070    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:31:09 AM   111   2987073    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:31:09 AM   111   2987078    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:31:09 AM   111   2987085    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:31:09 AM   111   2987094    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:31:09 AM   111   2987095    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:31:09 AM  1000   2987276    0.00    0.00    0.00    0.00    0.00     5  ssh
01:31:09 AM  1000   2987277    0.00    0.00    0.00    0.00    0.00     1  sh

01:31:09 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:31:10 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
01:31:10 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
01:31:10 AM   111   2986531    5.00    7.00    0.00    0.00   12.00     0  netdata
01:31:10 AM   111   2987047    0.00    1.00    0.00    0.00    1.00     0  bash
01:31:10 AM   111   2987066    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:31:10 AM   111   2987068    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:31:10 AM   111   2987070    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:31:10 AM   111   2987073    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:31:10 AM   111   2987078    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:31:10 AM   111   2987085    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:31:10 AM   111   2987094    1.00    1.00    0.00    0.00    2.00     0  apps.plugin
01:31:10 AM   111   2987095    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:31:10 AM  1000   2987276    0.00    0.00    0.00    0.00    0.00     5  ssh
01:31:10 AM  1000   2987277    0.00    0.00    0.00    0.00    0.00     1  sh

01:31:10 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:31:11 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
01:31:11 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
01:31:11 AM   111   2986531    6.00    6.00    0.00    0.00   12.00     0  netdata
01:31:11 AM   111   2987047    0.00    0.00    0.00    0.00    0.00     0  bash
01:31:11 AM   111   2987066    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:31:11 AM   111   2987068    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:31:11 AM   111   2987070    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:31:11 AM   111   2987073    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:31:11 AM   111   2987078    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:31:11 AM   111   2987085    0.00    1.00    0.00    0.00    1.00     0  debugfs.plugin
01:31:11 AM   111   2987094    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:31:11 AM   111   2987095    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:31:11 AM  1000   2987276    0.00    0.00    0.00    0.00    0.00     5  ssh
01:31:11 AM  1000   2987277    0.00    0.00    0.00    0.00    0.00     1  sh

01:31:11 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:31:12 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
01:31:12 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
01:31:12 AM   111   2986531    0.00    0.00    0.00    0.00    0.00     0  netdata
01:31:12 AM   111   2987047    0.00    0.00    0.00    0.00    0.00     0  bash
01:31:12 AM   111   2987066    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:31:12 AM   111   2987068    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:31:12 AM   111   2987070    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:31:12 AM   111   2987073    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:31:12 AM   111   2987078    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:31:12 AM   111   2987085    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:31:12 AM   111   2987094    0.00    0.00    0.00    0.00    0.00     0  apps.plugin
01:31:12 AM   111   2987095    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:31:12 AM  1000   2987276    0.00    0.00    0.00    0.00    0.00     5  ssh
01:31:12 AM  1000   2987277    0.00    0.00    0.00    0.00    0.00     1  sh

01:31:12 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:31:13 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
01:31:13 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
01:31:13 AM   111   2986531    1.00    0.00    0.00    0.00    1.00     0  netdata
01:31:13 AM   111   2987047    0.00    0.00    0.00    0.00    0.00     0  bash
01:31:13 AM   111   2987066    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:31:13 AM   111   2987068    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:31:13 AM   111   2987070    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:31:13 AM   111   2987073    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:31:13 AM   111   2987078    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:31:13 AM   111   2987085    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:31:13 AM   111   2987094    1.00    1.00    0.00    0.00    2.00     0  apps.plugin
01:31:13 AM   111   2987095    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:31:13 AM  1000   2987276    0.00    0.00    0.00    0.00    0.00     5  ssh
01:31:13 AM  1000   2987277    0.00    0.00    0.00    0.00    0.00     1  sh

01:31:13 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:31:14 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
01:31:14 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
01:31:14 AM   111   2986531    1.00    0.00    0.00    0.00    1.00     0  netdata
01:31:14 AM   111   2987047    0.00    0.00    0.00    0.00    0.00     0  bash
01:31:14 AM   111   2987066    1.00    0.00    0.00    0.00    1.00     0  go.d.plugin
01:31:14 AM   111   2987068    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:31:14 AM   111   2987070    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:31:14 AM   111   2987073    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:31:14 AM   111   2987078    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:31:14 AM   111   2987085    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:31:14 AM   111   2987094    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:31:14 AM   111   2987095    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:31:14 AM  1000   2987276    0.00    0.00    0.00    0.00    0.00     5  ssh
01:31:14 AM  1000   2987277    0.00    0.00    0.00    0.00    0.00     1  sh

01:31:14 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:31:15 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
01:31:15 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
01:31:15 AM   111   2986531    0.00    0.00    0.00    0.00    0.00     0  netdata
01:31:15 AM   111   2987047    0.00    0.00    0.00    0.00    0.00     0  bash
01:31:15 AM   111   2987066    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:31:15 AM   111   2987068    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:31:15 AM   111   2987070    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:31:15 AM   111   2987073    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:31:15 AM   111   2987078    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:31:15 AM   111   2987085    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:31:15 AM   111   2987094    0.00    0.00    0.00    0.00    0.00     0  apps.plugin
01:31:15 AM   111   2987095    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:31:15 AM  1000   2987276    0.00    0.00    0.00    0.00    0.00     5  ssh
01:31:15 AM  1000   2987277    0.00    0.00    0.00    0.00    0.00     1  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0   1946633    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:     1000   2984323    0.00    0.00    0.00    0.00    0.00     -  batcat
Average:      111   2986531    2.60    3.70    0.00    0.00    6.30     -  netdata
Average:      111   2987047    0.00    0.10    0.00    0.00    0.10     -  bash
Average:      111   2987066    0.20    0.00    0.00    0.00    0.20     -  go.d.plugin
Average:      111   2987068    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111   2987070    0.00    0.00    0.00    0.00    0.00     -  NETWORK-VIEWER
Average:      111   2987073    0.00    0.00    0.00    0.00    0.00     -  nfacct.plugin
Average:      111   2987078    0.00    0.00    0.00    0.00    0.00     -  sd-jrnl.plugin
Average:      111   2987085    0.00    0.10    0.00    0.00    0.10     -  debugfs.plugin
Average:      111   2987094    0.30    0.70    0.00    0.00    1.00     -  apps.plugin
Average:      111   2987095    0.00    0.00    0.00    0.00    0.00     -  ebpf.plugin
Average:     1000   2987276    0.80    0.00    0.00    0.00    0.80     -  ssh
Average:     1000   2987277    0.00    0.00    0.00    0.00    0.00     -  sh
